actorId,common_movies,connection,primaryName,averRating,p_index,gender,popularity
nm0000216,"['Terminator 3: Rise of the Machines', 'Kung Fury', 'None', 'Escape Plan', 'Batman & Robin', 'Viy 2: Journey to China']","['Claire Danes', 'Michael Fassbender', 'Arnold Schwarzenegger', 'Sylvester Stallone', 'George Clooney', 'Jackie Chan']",Arnold Schwarzenegger,5.156097560975608,11,2,8.396224
nm0000230,"['Escape Plan', 'Demolition Man', 'The Expendables 3', 'None']","['Arnold Schwarzenegger', 'Sandra Bullock', 'Jason Statham', 'Sylvester Stallone']",Sylvester Stallone,5.3574074074074085,11,2,12.190794
nm0350453,"['Brothers', 'Zodiac', 'Southpaw', 'Nocturnal Animals', 'None', 'End of Watch', 'Prisoners', 'Zodiac', 'The Good Girl', 'Rio', 'Moonlight Mile', 'Highway', 'The Division']","['Natalie Portman', 'Robert Downey Jr.', 'Rachel McAdams', 'Michael Shannon', 'Jake Gyllenhaal', 'Anna Kendrick', 'Hugh Jackman', 'Mark Ruffalo', 'Jennifer Aniston', 'Benedict Cumberbatch', 'Dustin Hoffman', 'Jared Leto', 'Jessica Chastain']",Jake Gyllenhaal,5.511428571428571,11,2,9.761988
nm0000293,"['Ca$h', 'None', 'Patriot Games', 'GoldenEye', 'National Treasure']","['Chris Hemsworth', 'Sean Bean', 'Harrison Ford', 'Pierce Brosnan', 'Nicolas Cage']",Sean Bean,6.110810810810813,11,2,11.796318
nm0001401,"['Mr. & Mrs. Smith', 'None', 'The Tourist', 'The Good Shepherd', 'Girl, Interrupted', 'Lara Croft Tomb Raider: The Cradle of Life', 'Shark Tale', 'Wanted', 'Kung Fu Panda 2', 'Beowulf', 'Kung Fu Panda 2', 'Pushing Tin', 'Wanted', 'Gone in Sixty Seconds']","['Brad Pitt', 'Angelina Jolie', 'Johnny Depp', 'Matt Damon', 'Winona Ryder', 'Gerard Butler', 'Will Smith', 'Morgan Freeman', 'Jackie Chan', 'Robin Wright', 'Dustin Hoffman', 'Cate Blanchett', 'James McAvoy', 'Nicolas Cage']",Angelina Jolie,5.532432432432432,11,1,10.784771
nm1055413,"['The Light Between Oceans', 'X-Men: First Class', 'Haywire', ""Assassin's Creed"", 'Jonah Hex', 'The Counselor', 'Prometheus', 'X-Men: First Class', 'Song to Song', '12 Years a Slave', 'None', 'X-Men: Dark Phoenix', 'Blood Creek', 'Kung Fury']","['Alicia Vikander', 'Jennifer Lawrence', 'Ewan McGregor', 'Jeremy Irons', 'Josh Brolin', 'Penélope Cruz', 'Charlize Theron', 'James McAvoy', 'Natalie Portman', 'Brad Pitt', 'Michael Fassbender', 'Jessica Chastain', 'Henry Cavill', 'Arnold Schwarzenegger']",Michael Fassbender,5.85,10,2,11.459877
nm0564215,"['Submergence', 'X-Men: First Class', 'Sherlock Gnomes', 'The Conspirator', 'Victor Frankenstein', 'Glass', 'Glass', 'Atomic Blonde', 'None', 'Wanted', 'X-Men: First Class', 'The Disappearance of Eleanor Rigby: Him', 'Wanted', 'X-Men: Days of Future Past']","['Alicia Vikander', 'Jennifer Lawrence', 'Johnny Depp', 'Robin Wright', 'Daniel Radcliffe', 'Samuel L. Jackson', 'Bruce Willis', 'Charlize Theron', 'James McAvoy', 'Morgan Freeman', 'Michael Fassbender', 'Jessica Chastain', 'Angelina Jolie', 'Hugh Jackman']",James McAvoy,6.151724137931034,10,2,8.434397
nm0000210,"['The Mexican', 'Conspiracy Theory', 'Closer', ""Ocean's Twelve"", ""Valentine's Day"", 'Michael Collins', ""Charlotte's Web"", 'None', ""Ocean's Eleven"", 'Everyone Says I Love You', ""Ocean's Eleven"", ""Charlie Wilson's War"", ""Mother's Day"", 'Confessions of a Dangerous Mind', 'Hook', 'The Ant Bully']","['J.K. Simmons', 'Mel Gibson', 'Natalie Portman', 'Brad Pitt', 'Jessica Alba', 'Liam Neeson', 'Dakota Fanning', 'Julia Roberts', 'George Clooney', 'Edward Norton', 'Matt Damon', 'Tom Hanks', 'Jennifer Aniston', 'Sam Rockwell', 'Dustin Hoffman', 'Nicolas Cage']",Julia Roberts,5.50408163265306,9,1,9.418409
nm0124930,"['The Ugly Truth', 'Machine Gun Preacher', 'RocknRolla', 'Lara Croft Tomb Raider: The Cradle of Life', 'Hunter Killer', 'None', 'Angel Has Fallen', 'Shattered', 'The Bounty Hunter', 'How to Train Your Dragon 2', 'Naya Legend of the Golden Dolphin']","['Katherine Heigl', 'Michael Shannon', 'Idris Elba', 'Angelina Jolie', 'Gary Oldman', 'Gerard Butler', 'Morgan Freeman', 'Pierce Brosnan', 'Jennifer Aniston', 'Cate Blanchett', 'James Franco']",Gerard Butler,5.326829268292681,9,2,9.983768
nm0000201,"['Mother!', 'To Gillian on Her 37th Birthday', 'Tequila Sunrise', 'The Story of Us', 'None', 'Sinbad: Legend of the Seven Seas', 'The Prince of Egypt', 'I Am Sam', 'One Fine Day', 'Scarface', 'Hairspray', 'Dark Shadows', 'A Thousand Acres', 'The Age of Innocence', 'What Lies Beneath', 'White Oleander', 'The Russia House', 'Dark Shadows']","['Jennifer Lawrence', 'Claire Danes', 'Mel Gibson', 'Bruce Willis', 'Michelle Pfeiffer', 'Brad Pitt', 'Sandra Bullock', 'Dakota Fanning', 'George Clooney', 'Al Pacino', 'John Travolta', 'Johnny Depp', 'Jennifer Jason Leigh', 'Winona Ryder', 'Harrison Ford', 'Robin Wright', 'Sean Connery', 'Eva Green']",Michelle Pfeiffer,6.295348837209303,9,1,8.444419
nm0000113,"['Forces of Nature', 'The Prince of Egypt', 'Gun Shy', 'None', 'A Time to Kill', 'Infamous', 'Demolition Man', 'Gravity', 'Extremely Loud & Incredibly Close', 'Speed', ""Ocean's 8""]","['Ben Affleck', 'Michelle Pfeiffer', 'Liam Neeson', 'Sandra Bullock', 'Samuel L. Jackson', 'Daniel Craig', 'Sylvester Stallone', 'George Clooney', 'Tom Hanks', 'Keanu Reeves', 'Cate Blanchett']",Sandra Bullock,5.417777777777778,9,1,9.474703
nm0000213,"['Little Women', 'Mr. Deeds', 'The Age of Innocence', 'Black Swan', 'The Ten', 'A Scanner Darkly', 'The Iceman', 'Homefront', 'Girl, Interrupted', ""Bram Stoker's Dracula"", 'Edward Scissorhands', 'None', 'The Iceman', 'A Scanner Darkly', 'The Private Lives of Pippa Lee', 'The House of the Spirits', 'The Iceman']","['Claire Danes', 'Adam Sandler', 'Michelle Pfeiffer', 'Natalie Portman', 'Jessica Alba', 'Robert Downey Jr.', 'Michael Shannon', 'Jason Statham', 'Angelina Jolie', 'Gary Oldman', 'Johnny Depp', 'Winona Ryder', 'Chris Evans', 'Keanu Reeves', 'Robin Wright', 'Jeremy Irons', 'James Franco']",Winona Ryder,6.005882352941178,8,1,8.388365
nm0004874,"['The Iron Giant', 'Fast Five', 'Guardians of the Galaxy', 'xXx', 'Furious 7', 'None']","['Jennifer Aniston', 'Dwayne Johnson', 'Chris Pratt', 'Samuel L. Jackson', 'Jason Statham', 'Vin Diesel']",Vin Diesel,5.034482758620689,8,2,18.621957
nm1297015,"['La La Land', 'None', 'Aloha', 'The Croods 2']","['J.K. Simmons', 'Emma Stone', 'Rachel McAdams', 'Nicolas Cage']",Emma Stone,5.354545454545455,8,1,8.769131
nm0126284,"['Neighbors', 'None', 'I Love You, Daddy', 'The Meddler', 'Spy', 'Sunshine', 'Instant Family', 'Knowing']","['Zac Efron', 'Rose Byrne', 'Chloë Grace Moretz', 'J.K. Simmons', 'Jason Statham', 'Chris Evans', 'Mark Wahlberg', 'Nicolas Cage']",Rose Byrne,6.21111111111111,8,1,19.728003
nm0290556,"['Rise of the Planet of the Apes', 'Your Highness', 'The Iceman', 'Homefront', 'Future World', 'The Iceman', 'Naya Legend of the Golden Dolphin', 'The Iceman', 'None', 'The Color of Time']","['Andy Serkis', 'Natalie Portman', 'Michael Shannon', 'Jason Statham', 'Milla Jovovich', 'Winona Ryder', 'Gerard Butler', 'Chris Evans', 'James Franco', 'Jessica Chastain']",James Franco,5.0641025641025665,8,2,18.344994
nm0829576,"['Clouds of Sils Maria', 'Snow White and the Huntsman', 'Snow White and the Huntsman', 'None', 'The Runaways', 'The Runaways']","['Chloë Grace Moretz', 'Chris Hemsworth', 'Charlize Theron', 'Kristen Stewart', 'Dakota Fanning', 'Michael Shannon']",Kristen Stewart,5.5862068965517215,7,1,10.070971
nm0000460,"['Birds Like Us', 'The Batman', 'The Batman', 'High-Rise', 'Die Hard with a Vengeance', ""Assassin's Creed"", 'The Man in the Iron Mask', 'Die Hard with a Vengeance', 'The Merchant of Venice', 'The House of the Spirits', 'None']","['Alicia Vikander', 'J.K. Simmons', 'Ben Affleck', 'Tom Hiddleston', 'Bruce Willis', 'Michael Fassbender', 'Leonardo DiCaprio', 'Samuel L. Jackson', 'Al Pacino', 'Winona Ryder', 'Jeremy Irons']",Jeremy Irons,6.262962962962964,7,2,10.06197
nm0000982,"['Hail, Caesar!', 'Old Boy', 'True Grit', 'None', 'Untitled Avengers Movie', 'Men in Black 3', 'Sin City: A Dame to Kill For', 'Jonah Hex', 'George and Tammy']","['George Clooney', 'Samuel L. Jackson', 'Matt Damon', 'Josh Brolin', 'Chris Hemsworth', 'Will Smith', 'Jessica Alba', 'Michael Fassbender', 'Jessica Chastain']",Josh Brolin,5.396774193548388,7,2,11.33634
nm0705356,"['The Modern Ocean', 'Swiss Army Man', 'Harry Potter and the Deathly Hallows: Part 1', 'None', 'Victor Frankenstein']","['Keanu Reeves', 'Mary Elizabeth Winstead', 'Emma Watson', 'Daniel Radcliffe', 'James McAvoy']",Daniel Radcliffe,5.016666666666667,7,2,8.844077
nm1165110,"['Avengers: Age of Ultron', 'Thor', 'Untitled Avengers Movie', 'None', 'Thor: Ragnarok', ""The Huntsman: Winter's War"", 'Thor', 'Avengers: Age of Ultron', 'Avengers: Age of Ultron', 'Snow White and the Huntsman', ""The Huntsman: Winter's War"", '12 Strong', 'Ca$h']","['Mark Ruffalo', 'Tom Hiddleston', 'Josh Brolin', 'Chris Hemsworth', 'Cate Blanchett', 'Charlize Theron', 'Natalie Portman', 'Chris Evans', 'Robert Downey Jr.', 'Kristen Stewart', 'Jessica Chastain', 'Michael Shannon', 'Sean Bean']",Chris Hemsworth,5.4625,7,2,16.196494
nm0004695,"['Some Kind of Beautiful', 'The Ten', 'Sin City: A Dame to Kill For', 'Machete Kills', 'Sin City', 'Mechanic: Resurrection', 'Fantastic 4: Rise of the Silver Surfer', 'None', ""Valentine's Day"", 'Some Kind of Beautiful']","['Salma Hayek', 'Winona Ryder', 'Josh Brolin', 'Mel Gibson', 'Bruce Willis', 'Jason Statham', 'Chris Evans', 'Jessica Alba', 'Julia Roberts', 'Pierce Brosnan']",Jessica Alba,5.647999999999999,7,1,9.392891
nm1631269,"['Neighbors 2: Sorority Rising', 'Laggies', 'I Love You, Daddy', 'None', 'Dark Places', 'Clouds of Sils Maria', 'Texas Killing Fields', 'Kick-Ass']","['Zac Efron', 'Sam Rockwell', 'Rose Byrne', 'Chloë Grace Moretz', 'Charlize Theron', 'Kristen Stewart', 'Jessica Chastain', 'Nicolas Cage']",Chloë Grace Moretz,5.364285714285716,6,1,8.72967
nm1089991,"['Thor: Ragnarok', 'High-Rise', 'Kong: Skull Island', 'None', 'Thor', 'Thor: Ragnarok', 'Thor', 'Crimson Peak']","['Mark Ruffalo', 'Jeremy Irons', 'Samuel L. Jackson', 'Tom Hiddleston', 'Chris Hemsworth', 'Cate Blanchett', 'Natalie Portman', 'Jessica Chastain']",Tom Hiddleston,6.192857142857143,6,2,10.487366
nm2225369,"['None', 'Passengers', 'Mother!', 'X-Men: First Class', 'X-Men: First Class', 'X-Men: Dark Phoenix']","['Jennifer Lawrence', 'Chris Pratt', 'Michelle Pfeiffer', 'James McAvoy', 'Michael Fassbender', 'Jessica Chastain']",Jennifer Lawrence,4.503846153846156,6,1,20.898911
nm0252961,"['None', 'RocknRolla', 'The Losers', ""Molly's Game"", 'Ghost Rider: Spirit of Vengeance']","['Idris Elba', 'Gerard Butler', 'Chris Evans', 'Jessica Chastain', 'Nicolas Cage']",Idris Elba,5.9038461538461515,6,2,9.527709
nm0000329,"['Viy 2: Journey to China', 'Kung Fu Panda 2', 'None', 'Kung Fu Panda 2']","['Arnold Schwarzenegger', 'Angelina Jolie', 'Jackie Chan', 'Dustin Hoffman']",Jackie Chan,5.7700000000000005,6,2,20.511361
nm0000098,"['Just Go with It', 'The Good Girl', 'Cake', ""Mother's Day"", 'Rumor Has It...', 'The Bounty Hunter', 'Bruce Almighty', 'The Iron Giant', 'Rock Star', 'None']","['Adam Sandler', 'Jake Gyllenhaal', 'Anna Kendrick', 'Julia Roberts', 'Mark Ruffalo', 'Gerard Butler', 'Morgan Freeman', 'Vin Diesel', 'Mark Wahlberg', 'Jennifer Aniston']",Jennifer Aniston,5.3315789473684205,6,1,10.206113
nm1567113,"['The Division', 'Woman Walks Ahead', 'X-Men: Dark Phoenix', 'Texas Killing Fields', 'Zero Dark Thirty', 'The Martian', 'Crimson Peak', ""Molly's Game"", 'George and Tammy', ""The Huntsman: Winter's War"", ""The Huntsman: Winter's War"", 'The Disappearance of Eleanor Rigby: Him', 'The Tree of Life', 'The Color of Time', 'X-Men: Dark Phoenix', 'None', 'Take Shelter']","['Jake Gyllenhaal', 'Sam Rockwell', 'Jennifer Lawrence', 'Chloë Grace Moretz', 'Chris Pratt', 'Matt Damon', 'Tom Hiddleston', 'Idris Elba', 'Josh Brolin', 'Chris Hemsworth', 'Charlize Theron', 'James McAvoy', 'Brad Pitt', 'James Franco', 'Michael Fassbender', 'Jessica Chastain', 'Michael Shannon']",Jessica Chastain,5.153333333333333,6,1,8.228729
nm0000112,"['Some Kind of Beautiful', 'Seraphim Falls', 'GoldenEye', 'Survivor', 'The Ghost Writer', 'Some Kind of Beautiful', 'Shattered', 'None']","['Jessica Alba', 'Liam Neeson', 'Sean Bean', 'Milla Jovovich', 'Ewan McGregor', 'Salma Hayek', 'Gerard Butler', 'Pierce Brosnan']",Pierce Brosnan,5.392307692307693,5,2,10.535896
nm1200692,"['Euphoria', 'Perfect Sense', 'Dark Shadows', ""Miss Peregrine's Home for Peculiar Children"", 'Dark Shadows', 'Casino Royale', 'Kingdom of Heaven', 'None']","['Alicia Vikander', 'Ewan McGregor', 'Johnny Depp', 'Samuel L. Jackson', 'Michelle Pfeiffer', 'Daniel Craig', 'Liam Neeson', 'Eva Green']",Eva Green,5.770588235294119,5,1,9.66876
nm0000178,"['Hollywoodland', 'Mark Felt: The Man Who Brought Down the White House', 'Man of Steel', 'None', 'Every Secret Thing', 'The Perfect Storm', 'Fierce People', 'The Perfect Storm', 'Man of Steel', 'Hardball']","['Ben Affleck', 'Liam Neeson', 'Michael Shannon', 'Diane Lane', 'Dakota Fanning', 'George Clooney', 'Chris Evans', 'Mark Wahlberg', 'Henry Cavill', 'Keanu Reeves']",Diane Lane,5.956818181818181,5,1,8.882446
nm0004851,"['Der Weg des Ruhms', 'None', 'Gothika', 'The Counselor', 'Bandidas', 'Pirates of the Caribbean: On Stranger Tides', 'All the Pretty Horses', 'Der Weg des Ruhms', 'Vanilla Sky', 'Head in the Clouds', ""Captain Corelli's Mandolin""]","['Adam Sandler', 'Penélope Cruz', 'Robert Downey Jr.', 'Michael Fassbender', 'Salma Hayek', 'Johnny Depp', 'Matt Damon', 'Mark Wahlberg', 'Tom Cruise', 'Charlize Theron', 'Nicolas Cage']",Penélope Cruz,5.6560000000000015,5,1,9.761514
nm0000492,"['A Thousand Acres', 'Annihilation', 'The Hateful Eight', 'In the Cut', 'None']","['Michelle Pfeiffer', 'Natalie Portman', 'Samuel L. Jackson', 'Mark Ruffalo', 'Jennifer Jason Leigh']",Jennifer Jason Leigh,6.0275000000000025,5,1,9.922198
nm0695435,"['Passengers', 'None', 'Guardians of the Galaxy', 'Zero Dark Thirty']","['Jennifer Lawrence', 'Chris Pratt', 'Vin Diesel', 'Jessica Chastain']",Chris Pratt,5.000000000000001,5,2,10.228799
nm0447695,"['Up in the Air', 'Mike and Dave Need Wedding Dates', 'End of Watch', 'Cake', 'Mr. Right', 'The Accountant', 'The Accountant', 'None']","['George Clooney', 'Zac Efron', 'Jake Gyllenhaal', 'Jennifer Aniston', 'Sam Rockwell', 'J.K. Simmons', 'Ben Affleck', 'Anna Kendrick']",Anna Kendrick,5.4035714285714285,5,1,8.206698
nm0362766,"['The Revenant', 'Child 44', 'Mad Max: Fury Road', 'Layer Cake', 'None']","['Leonardo DiCaprio', 'Gary Oldman', 'Charlize Theron', 'Daniel Craig', 'Tom Hardy']",Tom Hardy,4.197142857142857,5,2,10.616205
nm0266824,"['American Pastoral', 'Every Secret Thing', 'I Am Sam', 'Push', 'The Runaways', 'None', ""Charlotte's Web"", 'War of the Worlds', 'The Runaways']","['Ewan McGregor', 'Diane Lane', 'Michelle Pfeiffer', 'Chris Evans', 'Kristen Stewart', 'Dakota Fanning', 'Julia Roberts', 'Tom Cruise', 'Michael Shannon']",Dakota Fanning,6.2259259259259245,5,1,8.449239
nm0788335,"['12 Strong', 'The Runaways', 'None', 'Nocturnal Animals', 'Man of Steel', 'The Shape of Water', 'The Runaways', 'The Iceman', 'Machine Gun Preacher', 'The Iceman', 'Man of Steel', 'The Current War', 'The Iceman', 'Take Shelter']","['Chris Hemsworth', 'Kristen Stewart', 'Michael Shannon', 'Jake Gyllenhaal', 'Diane Lane', 'Sally Hawkins', 'Dakota Fanning', 'Winona Ryder', 'Gerard Butler', 'Chris Evans', 'Henry Cavill', 'Benedict Cumberbatch', 'James Franco', 'Jessica Chastain']",Michael Shannon,5.94375,5,2,8.529508
nm0000161,"['Grown Ups', 'Bandidas', 'Some Kind of Beautiful', 'The Prophet', 'None', 'Lonely Hearts', 'Once Upon a Time in Mexico', 'Wild Wild West', 'Some Kind of Beautiful', 'Lonely Hearts']","['Adam Sandler', 'Penélope Cruz', 'Jessica Alba', 'Liam Neeson', 'Salma Hayek', 'John Travolta', 'Johnny Depp', 'Will Smith', 'Pierce Brosnan', 'Jared Leto']",Salma Hayek,5.770588235294117,4,1,8.242499
nm0005377,"['Glory Daze', 'Mr. Right', 'Confessions of a Dangerous Mind', 'Welcome to Collinwood', 'Laggies', 'None', 'Woman Walks Ahead', 'Matchstick Men']","['Ben Affleck', 'Anna Kendrick', 'Julia Roberts', 'George Clooney', 'Chloë Grace Moretz', 'Sam Rockwell', 'Jessica Chastain', 'Nicolas Cage']",Sam Rockwell,5.488095238095238,4,2,8.390189
nm0000170,"['The Million Dollar Hotel', 'The Fifth Element', 'No Good Deed', 'None', 'The Fifth Element', 'Stone', 'Survivor', 'Future World']","['Mel Gibson', 'Bruce Willis', 'Samuel L. Jackson', 'Milla Jovovich', 'Gary Oldman', 'Edward Norton', 'Pierce Brosnan', 'James Franco']",Milla Jovovich,5.165625,4,1,9.092948
nm0000132,"['Me and Orson Welles', 'None', 'The Rainmaker', 'Little Women', 'To Gillian on Her 37th Birthday', 'Terminator 3: Rise of the Machines', 'Romeo + Juliet']","['Zac Efron', 'Claire Danes', 'Matt Damon', 'Winona Ryder', 'Michelle Pfeiffer', 'Arnold Schwarzenegger', 'Leonardo DiCaprio']",Claire Danes,6.360000000000001,4,1,9.361316
nm0785227,"['Dawn of the Planet of the Apes', 'None', 'Mowgli', '13 Going on 30', 'Mowgli', 'Flarsky', 'The Adventures of Tintin', 'Rise of the Planet of the Apes']","['Gary Oldman', 'Andy Serkis', 'Benedict Cumberbatch', 'Mark Ruffalo', 'Cate Blanchett', 'Charlize Theron', 'Daniel Craig', 'James Franco']",Andy Serkis,4.824999999999998,4,2,9.053864
nm0147147,"['The Man from U.N.C.L.E.', 'Man of Steel', 'Batman v Superman: Dawn of Justice', 'The Cold Light of Day', 'Blood Creek', 'None', 'Man of Steel']","['Alicia Vikander', 'Diane Lane', 'Ben Affleck', 'Bruce Willis', 'Michael Fassbender', 'Henry Cavill', 'Michael Shannon']",Henry Cavill,4.592307692307692,3,2,18.792114
nm0425005,"['Baywatch', 'Furious 7', 'None', 'Be Cool', 'Suicide Squad 2', 'Fast Five', 'Pain & Gain', 'Suicide Squad 2']","['Zac Efron', 'Jason Statham', 'Dwayne Johnson', 'John Travolta', 'Will Smith', 'Vin Diesel', 'Mark Wahlberg', 'Jared Leto']",Dwayne Johnson,4.06222222222222,3,2,17.492743
nm3729721,['None'],"[""Dylan O'Brien""]",Dylan O'Brien,6.62,3,2,13.21662
nm0001467,"['Highway', 'Suicide Squad 2', 'Lonely Hearts', 'Lonely Hearts', 'None', 'Suicide Squad', 'Lord of War']","['Jake Gyllenhaal', 'Dwayne Johnson', 'Salma Hayek', 'John Travolta', 'Jared Leto', 'Will Smith', 'Nicolas Cage']",Jared Leto,4.435294117647058,3,2,8.229861999999999
nm0001337,"['The Ugly Truth', 'None', 'The Nut Job']","['Gerard Butler', 'Katherine Heigl', 'Liam Neeson']",Katherine Heigl,5.490476190476191,3,1,8.889408
nm1374980,"['None', 'Baywatch', 'Neighbors', 'Neighbors 2: Sorority Rising', 'Me and Orson Welles', 'Mike and Dave Need Wedding Dates', 'The Greatest Showman']","['Zac Efron', 'Dwayne Johnson', 'Rose Byrne', 'Chloë Grace Moretz', 'Claire Danes', 'Anna Kendrick', 'Hugh Jackman']",Zac Efron,5.314285714285715,3,2,10.922287
nm2539953,"['None', 'Son of a Gun', 'The Fifth Estate', 'Birds Like Us', 'Jason Bourne', 'Submergence', 'Euphoria', 'The Light Between Oceans', 'The Man from U.N.C.L.E.']","['Alicia Vikander', 'Ewan McGregor', 'Benedict Cumberbatch', 'Jeremy Irons', 'Matt Damon', 'James McAvoy', 'Eva Green', 'Michael Fassbender', 'Henry Cavill']",Alicia Vikander,5.831818181818181,3,1,9.242971
nm0000899,"['Tears of the Sun', 'None', 'The Brothers Grimm', 'Under Suspicion']","['Bruce Willis', 'Monica Bellucci', 'Matt Damon', 'Morgan Freeman']",Monica Bellucci,5.74,3,1,8.208214
nm0799777,"['None', 'The Accountant', 'The Mexican', 'La La Land', 'The Accountant', 'The Mexican', 'Whiplash', 'The Front Runner', 'The Meddler', 'Patriots Day', 'The Ladykillers', 'The Batman']","['J.K. Simmons', 'Ben Affleck', 'Brad Pitt', 'Emma Stone', 'Anna Kendrick', 'Julia Roberts', 'Melissa Benoist', 'Hugh Jackman', 'Rose Byrne', 'Mark Wahlberg', 'Tom Hanks', 'Jeremy Irons']",J.K. Simmons,5.296666666666667,3,2,8.446339
nm2552034,"['None', 'Whiplash']","['Melissa Benoist', 'J.K. Simmons']",Melissa Benoist,7.633333333333333,3,1,8.366823
nm0068338,"['None', 'Astro Boy', 'Astro Boy', 'Astro Boy']","['Kristen Bell', 'Charlize Theron', 'Freddie Highmore', 'Nicolas Cage']",Kristen Bell,4.766666666666668,2,1,8.435428
nm0383603,"['Astro Boy', 'Charlie and the Chocolate Factory', 'Astro Boy', 'None', 'Astro Boy']","['Kristen Bell', 'Johnny Depp', 'Charlize Theron', 'Freddie Highmore', 'Nicolas Cage']",Freddie Highmore,5.626666666666665,2,2,9.67568
nm0935541,"['None', 'Swiss Army Man', 'A Good Day to Die Hard', 'Gemini Man']","['Mary Elizabeth Winstead', 'Daniel Radcliffe', 'Bruce Willis', 'Will Smith']",Mary Elizabeth Winstead,4.986666666666666,2,1,8.556833000000001
nm1212722,"['The Fifth Estate', 'Rio', 'Mowgli', 'Black Mass', 'None', 'Mowgli', 'Doctor Strange', 'The Current War']","['Alicia Vikander', 'Jake Gyllenhaal', 'Andy Serkis', 'Johnny Depp', 'Benedict Cumberbatch', 'Cate Blanchett', 'Rachel McAdams', 'Michael Shannon']",Benedict Cumberbatch,4.669230769230769,2,2,9.464394
nm1020089,"['None', 'Blue Jasmine', 'The Shape of Water']","['Sally Hawkins', 'Cate Blanchett', 'Michael Shannon']",Sally Hawkins,6.0357142857142865,2,1,14.551704999999998
nm0001084,"['Three Kings', 'xXx: State of the Union', 'None', 'Ghosts of Mars', 'Three Kings']","['George Clooney', 'Samuel L. Jackson', 'Ice Cube', 'Jason Statham', 'Mark Wahlberg']",Ice Cube,4.231428571428572,2,2,8.215408
