actorId,primaryName,ratings,numVotes,count,averRating,averVote,validCount,p_index,gender,popularity
nm2225369,Jennifer Lawrence,"[6.4, 7.8, 5.4, 7.8, 7.0, 7.2, 7.2, 5.6, 6.7, 7.3, 7.5, 6.7, 6.5, 6.6, 7.7, 7.0, 6.7]","[4420, 587166, 21507, 571500, 262500, 760140, 120342, 63242, 52671, 394072, 545793, 351006, 223240, 106957, 518, 310068, 99942]",26,4.503846153846156,172118.61538461538,17,6,1,20.898911
nm0000329,Jackie Chan,"[5.4, 4.6, 6.5, 6.0, 5.2, 6.6, 5.6, 5.4, 7.4, 5.8, 5.9, 6.7, 7.5, 6.8, 6.2, 4.9, 7.6, 5.8, 5.9, 7.3, 6.6, 7.4, 5.3, 6.8, 7.3, 7.6, 5.7, 6.5, 7.1, 7.2, 7.3, 7.2, 7.2, 7.3, 5.9, 6.5, 6.9, 6.4, 6.8, 7.6, 6.7, 6.4, 6.6, 6.2, 6.9, 7.0, 7.0, 6.8, 6.1, 6.6, 6.9, 6.6, 5.9, 5.2, 5.3, 6.2, 6.2, 5.8, 6.2, 7.0, 6.7, 6.6, 7.1, 6.2, 5.4, 7.3, 7.0, 6.1, 4.1, 7.1, 4.2, 5.9, 5.7, 6.1, 5.2, 6.0, 6.1, 5.3, 5.9, 5.5, 7.6, 4.9]","[1478, 572, 92, 1072, 680, 1658, 1082, 848, 42, 589, 1489, 1824, 8861, 3254, 1473, 1319, 29334, 4006, 1389, 5332, 2756, 12073, 1166, 3500, 9223, 21942, 3244, 3247, 14359, 7310, 5917, 13353, 3675, 15565, 2706, 8127, 16396, 9490, 4708, 37844, 33167, 6916, 16417, 21827, 205705, 145, 69, 30948, 9676, 105375, 68, 174443, 13954, 33477, 68420, 132479, 88741, 74887, 12628, 21283, 10783, 93346, 9937, 135228, 33844, 208269, 13093, 17966, 952, 50535, 186, 5219, 14700, 7228, 904, 11151, 14816, 5663, 2433, 756, 398, 107]",90,5.7700000000000005,21679.266666666666,82,6,2,20.511361
nm0126284,Rose Byrne,"[6.6, 7.0, 5.7, 7.1, 7.1, 7.0, 5.2, 6.2, 7.3, 5.5, 7.0, 7.2, 6.4, 6.8, 6.8, 5.3, 6.3, 6.6, 6.3, 5.7, 7.0, 5.6, 5.7, 6.3, 7.7, 6.3]","[487, 1662, 578, 6150, 2614, 48116, 889, 199848, 207952, 402, 229751, 31238, 155729, 236523, 233106, 28972, 248687, 127915, 171706, 32539, 199131, 6733, 88383, 8480, 56, 1803]",27,6.21111111111111,84053.70370370371,26,8,1,19.728003
nm0424060,Scarlett Johansson,"[6.7, 7.4, 3.9, 6.9, 5.4, 5.7, 6.9, 7.8, 7.2, 6.5, 6.5, 5.6, 6.9, 7.7, 6.7, 6.7, 8.5, 6.2, 7.1, 4.8, 8.1, 6.8, 6.4, 7.1, 6.3, 8.0, 7.8, 6.6, 6.4, 7.3, 7.1, 7.8, 5.2]","[1568, 102964, 1231, 3477, 47020, 21098, 65059, 352269, 23233, 10319, 50635, 66237, 278908, 182271, 73010, 91256, 972351, 51625, 216753, 56063, 1085050, 65192, 143530, 120744, 101389, 419821, 578289, 206723, 373434, 160686, 93341, 469632, 27823]",39,5.6923076923076925,167000.02564102566,33,18,1,19.558434
nm0147147,Henry Cavill,"[5.7, 3.2, 5.4, 7.1, 7.2, 6.0, 4.9, 7.3, 6.3, 6.6]","[190, 956, 10319, 606133, 64252, 146924, 31429, 219729, 11073, 521063]",13,4.592307692307692,124005.23076923074,10,3,2,18.792114
nm0000136,Johnny Depp,"[7.5, 5.2, 6.5, 7.9, 7.4, 7.2, 7.8, 7.9, 7.7, 6.7, 6.3, 6.4, 7.8, 7.7, 6.8, 7.4, 5.3, 6.7, 7.4, 7.5, 7.6, 7.3, 6.4, 7.7, 8.0, 6.6, 6.7, 6.4, 6.2, 6.6, 7.3, 7.4, 7.1, 6.5, 6.2, 7.0, 7.2, 6.5, 6.0, 6.6, 7.7, 6.9, 6.7, 6.3, 6.2, 5.5, 4.3, 7.6]","[169713, 6595, 47760, 392005, 36873, 49303, 186587, 151403, 78979, 43996, 34991, 8331, 243540, 230140, 133702, 210199, 48673, 147129, 290450, 700, 214196, 22008, 139118, 184501, 903051, 160606, 360042, 32708, 91670, 4335, 578094, 306695, 524026, 337477, 217364, 248041, 202437, 198358, 194096, 418490, 7919, 145102, 181350, 193583, 67405, 55733, 8689, 160]",56,5.885714285714285,151934.3392857143,48,25,2,18.74143
nm0004874,Vin Diesel,"[8.0, 7.1, 5.8, 7.0, 6.1, 6.7, 6.1, 5.9, 6.7, 5.6, 5.6, 7.1, 6.6, 5.2, 6.4, 7.3, 6.0, 7.1, 8.1, 7.2, 7.7, 6.7]","[143515, 205951, 1363, 44460, 20697, 301348, 40830, 158431, 196172, 86618, 74536, 29946, 227582, 66672, 137126, 312445, 77926, 330233, 816517, 316251, 339719, 152808]",29,5.034482758620689,140729.1724137931,22,8,2,18.621957
nm0290556,James Franco,"[7.3, 7.0, 6.1, 7.0, 5.7, 7.3, 6.7, 6.4, 7.3, 6.8, 4.6, 6.8, 5.8, 6.5, 6.1, 6.2, 7.0, 6.8, 5.5, 6.6, 7.6, 5.5, 6.2, 4.3, 6.9, 7.6, 5.2, 6.3, 5.5, 5.2, 5.2, 4.8, 4.7, 5.4, 5.7, 4.8, 7.2, 4.5, 4.9, 5.7, 6.3, 6.5, 5.1, 6.3, 6.6, 4.8, 4.8, 7.2, 5.0, 4.6, 7.8, 5.7, 4.4, 4.6, 6.1, 4.8, 6.2, 6.8, 6.4, 6.5, 7.6, 4.0, 7.3, 5.8, 5.8, 5.3]","[598070, 92, 22433, 167, 3685, 461674, 19564, 5817, 34, 47373, 835, 170, 18845, 37828, 4133, 2056, 277700, 11594, 90094, 341044, 449874, 13273, 34061, 823, 61592, 305690, 577, 185823, 4944, 2929, 1068, 6106, 342, 3371, 6498, 8756, 811, 1121, 28, 82, 45685, 92533, 2146, 23696, 271644, 622, 623, 83, 380, 595, 45516, 3218, 469, 16, 2518, 2569, 76054, 36, 32, 24, 13, 1616, 56, 17, 16, 7]",78,5.0641025641025665,46168.73076923077,66,8,2,18.344994
nm0425005,Dwayne Johnson,"[5.5, 6.7, 6.2, 5.7, 5.5, 5.2, 6.9, 6.5, 8.3, 6.2, 6.1, 5.0, 6.5, 5.7, 6.0, 5.8, 6.5, 5.6, 6.3, 5.8, 7.3, 7.1, 6.4, 6.1, 5.2, 7.2, 7.2, 7.6, 6.7]","[113049, 88536, 58176, 62411, 33994, 93638, 36510, 179246, 12, 49176, 44571, 34252, 70878, 47686, 127699, 75738, 86632, 91116, 112877, 156805, 312445, 330233, 175651, 172552, 16502, 71831, 316251, 178506, 152808]",45,4.06222222222222,73106.24444444443,29,3,2,17.492743
nm0000375,Robert Downey Jr.,"[6.4, 5.2, 5.8, 4.5, 6.4, 6.7, 5.7, 6.5, 4.1, 7.6, 6.9, 6.5, 6.6, 6.7, 4.6, 5.7, 5.5, 6.5, 5.6, 7.4, 5.6, 6.0, 5.8, 7.9, 7.6, 7.1, 6.5, 7.0, 5.9, 7.7, 7.0, 6.7, 8.1, 7.0, 7.6, 7.0, 6.6, 7.2, 7.5, 7.4, 7.5, 7.4, 7.1, 7.3, 7.8]","[15817, 5474, 3200, 5108, 9234, 3697, 23716, 12533, 343, 46843, 14043, 17029, 10086, 7982, 650, 9684, 11411, 84041, 6297, 57064, 7505, 5466, 95859, 773846, 192103, 95903, 14008, 59037, 2310, 355279, 23226, 46518, 1085050, 333142, 520976, 586205, 290651, 619944, 372204, 153343, 279126, 559421, 477, 160686, 469632]",50,5.944,148923.38,45,24,2,16.527445
nm0413168,Hugh Jackman,"[6.4, 7.4, 6.5, 6.4, 6.5, 6.1, 7.5, 6.1, 6.5, 6.7, 7.3, 6.6, 7.1, 6.6, 6.7, 6.6, 8.5, 6.1, 7.4, 7.0, 8.1, 6.7, 7.3, 8.0, 7.6, 6.8, 8.0, 8.1, 5.8]","[70351, 502293, 1772, 437, 163486, 21370, 449908, 215775, 147536, 423229, 207125, 94620, 272143, 109294, 73010, 405975, 972351, 34874, 64580, 62, 469259, 372711, 136386, 66914, 268085, 200226, 577465, 449375, 51467]",35,5.782857142857143,194916.5428571429,29,19,2,16.229675
nm1165110,Chris Hemsworth,"[7.0, 6.0, 5.4, 7.0, 6.9, 7.0, 6.1, 8.1, 7.0, 6.1, 7.4, 5.4, 8.0]","[605035, 8165, 66329, 311827, 98519, 7174, 246966, 360442, 473559, 75858, 559421, 45452, 234150]",16,5.4625,193306.0625,13,7,2,16.196494
nm1020089,Sally Hawkins,"[7.0, 7.2, 5.6, 7.2, 7.3, 5.6, 6.4, 7.3, 7.2, 7.7, 8.2, 7.8]","[34178, 65901, 808, 12238, 74979, 4952, 10702, 168305, 23386, 6462, 13387, 71021]",14,6.0357142857142865,34737.07142857143,12,2,1,14.551705
nm0000148,Harrison Ford,"[6.0, 8.6, 6.4, 6.4, 6.1, 8.8, 8.5, 8.2, 8.3, 7.6, 7.4, 6.6, 6.9, 6.7, 8.3, 6.9, 6.7, 6.9, 7.8, 6.9, 6.3, 6.5, 6.1, 5.8, 5.1, 6.6, 8.2, 6.7, 5.3, 6.2, 5.8, 6.0, 7.5, 6.8, 6.9, 6.5, 6.5, 5.7, 7.2, 6.7, 8.2, 7.5, 7.4]","[1367, 1034284, 14503, 7432, 3906, 961961, 742244, 566103, 790247, 371577, 72997, 23438, 42501, 45100, 581414, 32147, 25556, 88085, 231362, 75836, 32036, 158629, 50365, 65143, 17988, 105051, 10, 52892, 32909, 365862, 52265, 186258, 72728, 20855, 52, 63538, 15141, 31513, 123945, 201091, 240587, 12, 386]",44,6.761363636363638,172757.18181818182,43,34,2,14.419894
nm0000151,Morgan Freeman,"[7.1, 6.7, 6.7, 7.4, 7.9, 6.1, 7.4, 6.9, 7.2, 8.2, 9.3, 6.6, 8.6, 5.6, 6.5, 7.3, 6.6, 7.5, 6.1, 5.8, 6.4, 6.5, 6.3, 6.2, 5.7, 6.3, 5.5, 6.5, 6.7, 4.9, 7.0, 7.0, 5.3, 7.0, 8.1, 5.4, 7.8, 7.6, 5.7, 7.7, 6.7, 6.7, 6.7, 7.4, 7.4, 7.6, 6.0, 6.6, 7.1, 7.0, 6.9, 7.0, 6.3, 7.4, 6.5, 6.2, 6.4, 6.2, 6.4, 5.5, 5.9, 7.4, 3.8]","[13281, 650, 4958, 81790, 108708, 7632, 15711, 157043, 8070, 312088, 1914155, 96752, 1166827, 43217, 3621, 61973, 55552, 589, 143920, 28902, 92275, 19593, 63971, 31104, 70, 33366, 81252, 5940, 325862, 16626, 90630, 25950, 13856, 871, 542585, 123375, 279440, 50872, 21643, 218412, 323021, 13409, 14954, 202440, 134457, 9, 30717, 116051, 258429, 426939, 19448, 15118, 193583, 522, 222960, 32668, 373434, 6627, 6913, 10962, 111724, 135, 904]",68,6.208823529411763,129096.41176470587,63,31,2,14.354621
nm0000198,Gary Oldman,"[7.1, 7.4, 6.0, 5.7, 6.4, 7.6, 7.3, 8.0, 7.5, 6.6, 7.5, 8.6, 7.3, 5.2, 6.5, 7.7, 5.1, 7.7, 7.0, 6.8, 6.5, 4.6, 4.6, 5.3, 5.7, 6.5, 6.9, 6.8, 4.8, 4.8, 6.2, 7.1, 8.4, 5.7, 5.4, 6.8, 7.4, 6.9, 7.6, 5.9, 6.3, 8.1, 6.4, 7.4, 5.8]","[25578, 4935, 1593, 3007, 1560, 18448, 18153, 124037, 159924, 11614, 20498, 832772, 23526, 12927, 158629, 378375, 62196, 25746, 21374, 225018, 1365, 1628, 3904, 3033, 4777, 52886, 251763, 84457, 44909, 1089, 196639, 164374, 1283108, 31513, 97860, 880, 73, 114940, 366602, 6795, 45172, 13, 31536, 44857, 6]",47,6.317021276595745,105618.91489361702,45,19,2,13.74303
nm0000115,Nicolas Cage,"[6.4, 7.3, 6.8, 5.4, 6.3, 7.1, 7.4, 5.9, 4.7, 5.3, 7.2, 4.4, 5.8, 7.0, 5.6, 3.8, 6.2, 6.3, 5.9, 5.9, 7.6, 7.4, 6.8, 7.3, 6.7, 6.0, 6.5, 6.8, 6.5, 6.7, 5.9, 6.0, 5.2, 5.6, 7.7, 7.3, 6.9, 6.3, 6.6, 7.6, 5.9, 6.2, 6.2, 3.7, 6.5, 6.0, 5.4, 7.2, 5.4, 6.1, 4.3, 6.6, 6.2, 7.7, 4.4, 5.4, 4.6, 5.5, 5.3, 6.4, 5.2, 6.9, 5.0, 3.1, 5.3, 4.7, 5.4, 5.2, 4.6, 5.0, 5.2, 5.6, 4.0, 6.5, 8.2, 9.3]","[10967, 18773, 3522, 929, 28968, 39731, 109539, 10766, 5139, 530, 68976, 2983, 15259, 17164, 7660, 2415, 13766, 30122, 10883, 15185, 100826, 278456, 243292, 307164, 101824, 68331, 110889, 56464, 234414, 92468, 29862, 59725, 197789, 1499, 156726, 113479, 272666, 28326, 72419, 265861, 32545, 133838, 199848, 57050, 196031, 71484, 81630, 166542, 50988, 136002, 96699, 68239, 41344, 473136, 8098, 86511, 10575, 39691, 37421, 48317, 7501, 40200, 20417, 29190, 4466, 4158, 14194, 12370, 5135, 4799, 3388, 3823, 2616, 3748, 275, 18]",82,5.589024390243901,65829.80487804877,76,16,2,13.367778
nm3729721,Dylan O'Brien,"[6.9, 6.8, 6.2, 6.3, 6.9]","[57593, 357557, 38499, 176721, 21804]",5,6.62,130434.8,5,3,2,13.21662
nm0000093,Brad Pitt,"[4.2, 5.7, 4.8, 5.8, 7.3, 6.7, 5.3, 7.6, 7.5, 8.6, 8.0, 7.6, 5.5, 6.1, 7.2, 7.0, 8.8, 6.7, 8.3, 6.1, 7.8, 7.1, 7.2, 6.5, 6.5, 8.3, 7.8, 7.5, 7.5, 6.8, 6.9, 7.0, 7.0, 7.3, 7.6, 7.8, 6.2, 8.1, 7.6, 7.1, 5.2, 6.0]","[3487, 1890, 18104, 3260, 45853, 45260, 2246, 259394, 124202, 1166827, 511137, 166338, 2989, 50365, 184068, 105885, 1533039, 40845, 669690, 93084, 443692, 129093, 423128, 311574, 388309, 1018664, 506318, 149126, 261529, 148819, 279836, 518442, 269601, 192306, 307616, 274180, 119479, 521915, 351482, 105889, 13825, 27730]",45,6.480000000000002,262011.46666666673,42,46,2,13.046934
nm0000204,Natalie Portman,"[8.6, 6.5, 6.6, 7.6, 6.2, 6.8, 7.5, 7.3, 8.2, 5.9, 6.9, 6.2, 6.7, 7.1, 6.7, 7.0, 6.3, 8.0, 6.4, 6.0, 5.5, 7.1, 6.2, 6.7, 7.0, 5.8, 5.7, 5.9, 8.1, 4.7]","[832772, 607616, 531512, 592582, 15585, 28913, 195879, 180766, 887693, 2637, 26725, 38159, 91256, 96994, 47387, 605035, 41686, 606387, 16755, 2381, 90094, 46763, 185665, 56752, 473559, 11597, 19843, 16720, 56, 1793]",36,5.588888888888887,176432.27777777778,30,17,1,12.912133
nm0185819,Daniel Craig,"[5.3, 6.4, 6.1, 6.5, 5.3, 6.7, 6.9, 6.3, 7.1, 6.4, 7.4, 8.0, 6.1, 6.7, 7.6, 6.0, 7.1, 5.9, 6.6, 7.4, 7.2, 6.8, 7.8, 6.0, 7.8, 7.9, 6.8, 7.1, 4.7]","[310, 2964, 2081, 998, 369, 896, 3621, 9449, 99527, 9251, 144587, 512001, 159829, 14823, 189574, 186258, 15052, 68565, 359234, 191546, 125054, 11016, 564569, 55824, 364053, 2111, 327803, 66350, 107]",30,6.463333333333334,116260.73333333337,29,14,2,12.803627
nm0000168,Samuel L. Jackson,"[4.5, 5.7, 6.0, 5.6, 6.1, 7.6, 8.9, 7.6, 6.7, 5.9, 5.4, 6.7, 7.4, 6.7, 7.3, 7.3, 7.5, 6.1, 7.3, 7.6, 5.8, 6.4, 5.9, 5.9, 7.2, 6.3, 6.0, 6.5, 6.5, 5.5, 5.9, 5.2, 5.2, 8.0, 4.4, 6.1, 5.1, 7.3, 5.5, 8.3, 6.7, 5.5, 6.8, 6.9, 7.0, 4.2, 6.1, 5.6, 4.3, 4.8, 6.1, 7.1, 6.1, 6.5, 7.6, 5.8, 5.4, 5.3, 7.8, 6.5, 5.6, 6.7, 6.9, 5.4, 5.7, 5.7, 6.2, 7.7, 7.8, 6.7, 7.8]","[991, 436, 5973, 7660, 39956, 10512, 1495708, 323117, 5678, 15185, 7713, 64640, 111465, 19545, 7436, 32321, 263378, 88888, 115761, 592582, 107838, 39939, 62411, 5864, 288094, 44722, 126818, 53548, 61202, 6352, 158431, 274, 18212, 534069, 60017, 2320, 14062, 103035, 22936, 1134, 19160, 121600, 230235, 580052, 56232, 4457, 260257, 9721, 19154, 56063, 34447, 77344, 43572, 8358, 5497, 57584, 14659, 10631, 578289, 69142, 8555, 124509, 114940, 25785, 11, 16158, 125, 495787, 379846, 193247, 10433]",81,5.570370370370371,105507.07407407409,71,23,2,12.762979
nm0000138,Leonardo DiCaprio,"[7.3, 7.8, 7.3, 6.4, 6.6, 6.7, 6.8, 5.9, 7.8, 6.3, 6.5, 6.6, 7.5, 8.1, 7.5, 8.5, 8.0, 7.1, 7.3, 8.2, 8.1, 7.3, 8.8, 7.8, 6.6, 8.0, 8.4]","[39494, 186587, 88326, 74298, 11562, 22145, 183932, 3565, 881854, 21945, 137638, 195517, 348132, 636312, 289814, 986891, 438338, 188676, 165777, 926817, 911631, 404172, 1674782, 3750, 110784, 546053, 1102621]",35,5.691428571428572,302326.0857142857,27,26,2,12.713358
nm0262635,Chris Evans,"[5.7, 5.7, 5.7, 6.5, 6.6, 6.8, 6.8, 7.3, 6.6, 6.3, 6.9, 6.1, 6.4, 5.6, 6.1, 8.1, 5.9, 6.9, 6.9, 7.0, 7.8, 6.0, 7.4, 7.8, 7.6]","[283928, 86265, 21098, 83836, 5816, 99501, 36826, 207952, 20433, 56336, 580052, 96474, 79454, 227203, 64445, 1085050, 2032, 61592, 20550, 214599, 578289, 20235, 559421, 469632, 59594]",27,6.166666666666668,185948.62962962964,25,18,2,12.492794
nm0005458,Jason Statham,"[8.2, 7.3, 8.3, 4.4, 4.9, 5.9, 6.8, 6.5, 6.5, 6.3, 6.5, 6.6, 6.4, 3.8, 6.6, 7.0, 6.3, 6.1, 6.2, 6.1, 6.2, 6.5, 8.4, 6.5, 6.5, 6.2, 6.2, 7.5, 5.6, 6.5, 6.1, 7.2, 7.0, 5.7, 6.7]","[460333, 160659, 669690, 1029, 45957, 82549, 257087, 83836, 80341, 170625, 46770, 20433, 179242, 40376, 133977, 211632, 77474, 36870, 124054, 138983, 73710, 293132, 389, 112817, 91408, 57404, 99505, 236, 42661, 92533, 145016, 316251, 199131, 57674, 152808]",41,5.499999999999997,116014.43902439026,35,12,2,12.331521
nm0000230,Sylvester Stallone,"[2.8, 4.7, 5.9, 5.7, 6.2, 8.1, 6.4, 5.8, 7.2, 6.4, 6.6, 7.7, 6.8, 3.7, 6.4, 6.8, 5.7, 5.7, 5.7, 6.4, 6.4, 5.2, 6.4, 4.1, 6.4, 6.6, 5.5, 6.3, 5.5, 5.8, 6.9, 6.6, 4.5, 5.3, 5.1, 5.2, 7.0, 7.2, 3.9, 6.7, 5.7, 6.5, 6.4, 6.6, 6.1, 5.6, 7.6, 7.5]","[1905, 552, 2957, 2208, 21542, 430473, 6088, 3867, 156570, 13852, 23114, 189127, 141158, 6078, 129042, 152735, 56208, 41948, 101638, 32785, 82995, 105074, 25664, 34115, 104764, 136328, 54932, 68590, 96827, 57775, 75244, 133049, 36172, 21103, 29282, 7646, 192547, 177687, 5784, 196461, 42538, 293132, 51043, 265366, 145016, 8002, 190065, 11]",54,5.3574074074074085,76871.46296296296,48,11,2,12.190794
nm0000234,Charlize Theron,"[6.5, 6.9, 7.5, 5.7, 5.6, 7.4, 5.3, 6.4, 6.7, 5.7, 7.2, 5.5, 6.7, 6.2, 7.0, 6.6, 7.3, 6.9, 6.3, 7.3, 5.5, 6.4, 7.2, 6.2, 7.3, 6.8, 7.5, 8.1, 7.0, 6.3, 6.1, 6.1, 6.2, 6.7, 6.1, 4.6, 7.8, 7.3]","[16614, 54236, 284716, 5507, 24739, 84317, 48673, 17433, 48621, 33649, 96367, 5178, 76157, 20943, 307374, 13309, 116718, 13609, 28326, 35237, 115748, 384026, 63542, 5179, 195114, 16687, 32, 690867, 512342, 69028, 246966, 75858, 34437, 106134, 151054, 2844, 89096, 59]",40,6.2475,102268.4,38,15,1,12.101441
nm0000129,Tom Cruise,"[5.9, 4.9, 6.8, 6.5, 7.0, 6.9, 5.8, 8.0, 7.2, 5.9, 6.5, 7.7, 6.8, 7.6, 7.3, 7.1, 7.4, 6.1, 8.0, 7.7, 6.9, 7.5, 6.9, 7.7, 7.6, 6.5, 7.0, 6.2, 7.1, 6.3, 7.4, 5.9, 7.0, 7.9, 5.5, 7.4, 6.1, 7.2]","[13424, 3399, 67990, 50903, 63662, 242139, 67432, 416437, 84388, 66661, 51769, 200186, 97597, 259394, 208273, 329532, 252617, 265379, 257858, 439952, 222113, 1383, 280565, 347190, 317303, 364432, 263044, 43456, 201431, 160325, 394784, 66466, 426939, 501218, 122268, 272809, 99530, 83406]",41,6.370731707317072,185552.53658536586,38,29,2,12.017384
nm0000293,Sean Bean,"[7.4, 6.7, 6.3, 7.4, 6.2, 6.9, 6.6, 7.2, 6.0, 6.4, 8.8, 6.1, 7.5, 6.3, 6.8, 6.9, 6.6, 6.3, 5.4, 5.6, 5.8, 8.2, 6.2, 5.0, 5.5, 6.0, 6.4, 5.6, 6.3, 5.3, 4.3, 4.6, 5.0, 5.3, 6.9, 6.3]","[58, 4199, 3040, 4768, 202, 88085, 7978, 212761, 1971, 4927, 1386598, 3393, 282181, 43268, 885, 272666, 192544, 136317, 9651, 37117, 11711, 34, 2541, 54094, 2523, 8165, 39050, 8707, 18509, 156715, 6555, 153, 925, 4303, 16378, 150]",37,6.110810810810813,81706.0,36,11,2,11.796318
