actorId,primaryName,ratings,numVotes,count,averRating,averVote,validCount,p_index,gender,popularity
nm0000210,Julia Roberts,"[6.2, 7.2, 6.6, 7.0, 5.9, 6.7, 6.2, 6.6, 5.2, 5.1, 5.7, 6.8, 5.8, 7.2, 6.7, 6.3, 6.7, 7.1, 5.5, 7.3, 6.1, 7.8, 5.7, 7.1, 4.7, 6.5, 6.5, 7.3, 6.3, 5.9, 7.1, 8.1, 5.7, 5.7, 6.2, 7.2, 6.1, 5.6, 6.2, 6.5, 8.0, 5.6]","[20557, 38144, 70318, 239428, 12849, 200530, 41594, 65224, 10284, 13143, 11266, 32224, 12657, 26157, 82887, 108685, 51672, 226037, 81620, 148478, 93084, 443692, 50289, 75771, 8973, 67202, 311574, 180766, 31084, 32545, 95564, 210, 102007, 71512, 43642, 74901, 54852, 75907, 31168, 76257, 41039, 24174]",49,5.50408163265306,71019.73469387754,42,9,1,9.418409
nm0914612,Emma Watson,"[7.4, 7.8, 7.7, 7.5, 7.6, 6.1, 7.7, 8.1, 8.0, 5.8, 5.6, 7.3, 5.7, 7.1, 5.3]","[446004, 441093, 442519, 409293, 374549, 32817, 381262, 628040, 396098, 217661, 74130, 197681, 29343, 35578, 56181]",15,6.98,277483.26666666666,15,20,1,9.403018
nm0004695,Jessica Alba,"[5.7, 6.2, 3.9, 6.5, 6.6, 5.3, 5.8, 8.0, 5.4, 5.6, 6.5, 5.6, 5.9, 6.3, 5.0, 3.8, 5.7, 6.1, 6.6, 5.4, 3.5, 5.8, 5.6, 5.7, 4.7]","[283928, 35662, 2022, 67149, 7432, 39397, 67401, 695753, 47032, 78477, 129482, 227203, 22217, 18412, 15700, 45490, 102007, 30403, 175447, 3589, 17795, 10024, 65579, 57674, 6054]",25,5.647999999999999,90053.16,25,7,1,9.392891
nm0000132,Claire Danes,"[7.3, 5.5, 6.8, 5.8, 5.4, 7.1, 6.4, 4.2, 6.3, 5.5, 7.0, 6.4, 6.3, 7.2, 5.7, 7.7, 6.5, 6.8, 5.9, 7.4]","[40387, 2472, 183932, 4249, 2904, 51337, 19760, 8053, 331268, 7412, 30148, 22085, 53552, 9234, 10267, 227969, 12232, 9864, 4653, 57]",20,6.360000000000001,51591.75,20,4,1,9.361316
nm0000705,Robin Wright,"[8.1, 7.3, 5.3, 6.4, 5.0, 8.8, 6.3, 6.5, 5.8, 4.8, 5.9, 6.2, 7.0, 7.2, 7.2, 5.6, 6.8, 6.3, 6.2, 6.5, 7.5, 6.9, 6.4, 7.6, 6.5, 6.8, 6.2, 7.9]","[329181, 18153, 180, 995, 28092, 1446952, 11433, 3621, 9327, 487, 7404, 31586, 3257, 288094, 27074, 7505, 12526, 1332, 149839, 20779, 373969, 25340, 11774, 307616, 14799, 63831, 26993, 32]",28,6.607142857142858,115077.53571428572,28,14,1,9.317412
nm2539953,Alicia Vikander,"[7.7, 6.2, 7.1, 5.5, 7.6, 7.3, 7.0, 7.3, 5.9, 6.2, 6.4, 6.5, 7.2, 5.8, 8.0, 6.6, 7.3, 6.6, 6.1]","[372350, 8158, 125370, 62817, 38322, 20189, 3328, 219729, 2182, 33417, 1901, 22214, 37103, 328, 52, 171035, 1494, 272, 58]",22,5.831818181818181,50923.59090909091,19,3,1,9.242971
nm1046097,Rachel McAdams,"[6.6, 6.1, 5.5, 7.9, 7.0, 7.0, 6.5, 7.1, 7.1, 6.3, 7.0, 7.6, 6.5, 7.5, 5.4, 7.5, 5.9, 7.7, 6.8, 7.8, 7.4, 5.3, 8.1, 6.8, 7.8, 6.4, 7.0]","[1397, 227, 80679, 440587, 277426, 300034, 100544, 125286, 120613, 8428, 12436, 520976, 63538, 385501, 48220, 372204, 23881, 335359, 163089, 44013, 183005, 18768, 308218, 63831, 236034, 39, 279]",28,6.6285714285714326,151236.14285714287,27,18,1,9.174288
nm0000199,Al Pacino,"[7.1, 9.2, 7.3, 7.8, 9.0, 8.0, 5.9, 7.4, 6.4, 6.1, 8.3, 5.2, 6.3, 6.8, 6.1, 7.6, 6.7, 7.8, 8.0, 7.9, 8.2, 6.3, 6.2, 7.3, 7.5, 7.8, 7.9, 6.8, 6.1, 5.5, 7.2, 6.6, 7.1, 5.9, 6.2, 3.4, 6.0, 6.5, 5.1, 5.6, 7.0, 5.6, 5.1, 5.3, 6.8]","[13320, 1308109, 12830, 89630, 902932, 203931, 3199, 25702, 14827, 4451, 607411, 5501, 1264, 32673, 51109, 303783, 24816, 83937, 215182, 176159, 482042, 2948, 17745, 3267, 284716, 243540, 143174, 103026, 54601, 10328, 240120, 120232, 31635, 69406, 39217, 66319, 77375, 48531, 15183, 5392, 25397, 6052, 4148, 11633, 3063]",47,6.465957446808512,131699.06382978722,45,25,2,9.120304
nm0000191,Ewan McGregor,"[7.3, 5.3, 6.7, 7.1, 8.2, 6.4, 6.2, 5.8, 4.9, 7.0, 6.5, 6.6, 7.6, 6.3, 7.0, 6.1, 7.6, 7.7, 6.5, 6.3, 8.0, 6.3, 5.6, 7.9, 6.9, 6.1, 6.9, 7.3, 7.0, 6.4, 6.7, 6.1, 6.7, 5.2, 5.9, 6.6, 5.8, 7.2, 6.2, 6.3, 7.1, 6.8, 5.8, 7.2, 7.6, 7.8, 7.0, 5.9, 9.4, 6.5, 7.3, 5.5, 5.6, 7.1]","[49989, 2264, 11237, 16826, 545175, 31809, 17210, 1419, 13765, 29689, 607616, 531512, 592582, 8408, 14618, 1473, 240954, 320108, 12196, 35703, 374591, 114062, 17614, 1165, 66680, 10507, 278908, 29, 25403, 7610, 46657, 34874, 237777, 1122, 7760, 83808, 10770, 142207, 116563, 116007, 47763, 55795, 76259, 80300, 164579, 1941, 112, 16720, 11, 22214, 76487, 55733, 2712, 287]",58,6.220689655172415,92751.37931034484,54,19,2,9.119134
nm0000170,Milla Jovovich,"[5.1, 5.8, 7.7, 5.9, 6.7, 6.9, 6.4, 6.8, 5.7, 5.9, 5.5, 6.2, 4.4, 6.3, 6.5, 6.5, 5.9, 5.9, 5.4, 5.8, 5.8, 5.2, 6.2, 5.4, 5.6, 3.8, 5.6, 6.4]","[15557, 8570, 378375, 19343, 219891, 38984, 59120, 6032, 7584, 2219, 6352, 167386, 74240, 165245, 60515, 9550, 67115, 145977, 37108, 94807, 16876, 1646, 2386, 118901, 64282, 3099, 25804, 96]",32,5.165625,56783.125,28,4,1,9.092948
nm0785227,Andy Serkis,"[5.6, 5.4, 6.2, 6.1, 6.1, 6.1, 5.6, 5.9, 7.9, 7.4, 7.6, 6.6, 4.9, 7.6, 7.5]","[185, 94, 1509, 136126, 10771, 65594, 376, 1202, 689946, 191546, 449874, 3597, 4986, 366602, 155683]",20,4.824999999999998,103904.55,15,4,2,9.053864
nm0001337,Katherine Heigl,"[5.4, 5.4, 5.1, 3.6, 5.4, 5.9, 5.8, 4.5, 4.2, 7.0, 6.1, 6.6, 5.4, 6.5, 5.3, 5.8, 5.6, 5.4, 5.8, 5.5, 5.0]","[9394, 38830, 1847, 750, 44335, 19315, 32600, 355, 892, 317832, 136093, 105959, 78068, 179394, 36745, 22745, 41680, 11932, 3017, 8203, 8050]",21,5.490476190476191,52287.428571428565,21,3,1,8.889408
nm0000178,Diane Lane,"[7.5, 6.9, 6.1, 6.9, 3.0, 5.8, 7.2, 6.5, 6.7, 5.9, 6.0, 4.7, 5.4, 6.1, 5.6, 6.5, 5.9, 5.8, 6.1, 6.1, 6.0, 6.6, 7.0, 6.4, 6.4, 6.8, 5.8, 6.7, 6.8, 6.6, 5.9, 6.5, 6.0, 7.1, 6.2, 6.0, 7.2, 6.1, 7.5, 5.6, 5.8, 6.4]","[4421, 342, 418, 2004, 835, 2216, 26752, 13858, 14172, 1518, 733, 234, 613, 6540, 588, 4383, 5451, 50099, 814, 25322, 536, 7155, 17660, 141080, 24265, 69, 27554, 69185, 40036, 5816, 27875, 30574, 19290, 606133, 43344, 19859, 22678, 5366, 63175, 5, 4317, 3832]",44,5.956818181818181,30479.931818181816,42,5,1,8.882446
nm0001191,Adam Sandler,"[1.9, 6.1, 6.4, 5.8, 7.0, 6.1, 6.8, 6.4, 5.3, 5.3, 7.3, 5.8, 6.2, 6.8, 6.4, 6.4, 6.4, 7.5, 6.0, 3.4, 7.1, 5.5, 6.1, 6.5, 6.3, 5.6, 6.0, 6.4, 5.6, 5.4, 3.9, 4.8, 6.7, 5.8, 5.7, 7.0, 5.1]","[11172, 40902, 114294, 31630, 169751, 129654, 118292, 175090, 86723, 19361, 122179, 120145, 182838, 288510, 70196, 268259, 142318, 87708, 127717, 66319, 185330, 168883, 77932, 98545, 105358, 77446, 197971, 189259, 109340, 119828, 8, 33846, 76897, 43545, 28203, 20027, 9502]",39,5.610256410256411,100384.05128205127,37,12,2,8.880203
nm0705356,Daniel Radcliffe,"[7.6, 7.4, 7.8, 7.7, 7.5, 7.6, 6.6, 7.7, 8.1, 6.5, 6.8, 6.5, 6.4, 6.0, 6.7, 7.0, 6.5]","[515491, 446004, 441093, 442519, 409293, 374549, 11012, 381262, 628040, 30233, 59711, 65095, 156761, 42484, 21830, 76416, 32846]",24,5.016666666666667,172276.625,17,7,2,8.844077
nm0000123,George Clooney,"[5.2, 7.3, 6.5, 3.7, 5.9, 7.1, 7.0, 6.3, 6.4, 7.8, 7.8, 7.1, 6.4, 6.2, 6.5, 7.0, 6.0, 7.8, 7.5, 6.1, 7.3, 6.3, 6.9, 7.0, 7.0, 7.3, 7.1, 7.4, 6.2, 6.3, 7.8, 6.5, 6.1, 6.5]","[5942, 242324, 38694, 205985, 49088, 147060, 76173, 81880, 141080, 246886, 443692, 75771, 13077, 71838, 311574, 116225, 29054, 159140, 87730, 22469, 143239, 99259, 279836, 269601, 179, 216165, 200996, 287176, 116563, 84024, 654797, 151222, 111908, 76257]",35,6.494285714285716,150197.25714285715,34,22,2,8.834375
nm0000237,John Travolta,"[7.4, 6.8, 7.2, 2.9, 6.2, 7.4, 4.5, 4.8, 4.3, 4.7, 5.8, 4.5, 5.1, 5.3, 5.1, 4.3, 8.9, 6.9, 5.2, 6.0, 5.7, 6.4, 7.3, 6.2, 6.7, 5.9, 6.5, 6.3, 2.4, 5.0, 4.8, 6.5, 5.5, 6.5, 6.5, 6.5, 7.2, 5.7, 6.9, 6.7, 6.5, 5.9, 5.4, 6.4, 6.5, 5.4, 6.9, 5.7, 5.3, 6.0, 5.2]","[140116, 59830, 190130, 935, 11087, 32803, 12349, 3379, 3756, 2029, 68925, 39696, 765, 967, 1622, 24257, 1495708, 67338, 4243, 82142, 36885, 67801, 307164, 17476, 25016, 7404, 24700, 46249, 69080, 9049, 14, 163486, 22465, 53548, 135424, 50870, 23233, 62411, 161842, 106382, 18691, 105547, 33099, 163269, 103296, 31373, 84, 10093, 9310, 10556, 2890]",54,5.549999999999999,76310.81481481482,51,12,2,8.809541
nm0000255,Ben Affleck,"[5.6, 7.3, 5.7, 8.3, 6.6, 7.3, 5.9, 5.4, 6.4, 5.7, 5.7, 5.5, 6.1, 5.4, 6.9, 6.5, 5.3, 2.4, 6.2, 6.3, 5.6, 6.5, 7.1, 7.6, 6.9, 7.7, 6.8, 6.2, 5.9, 7.4, 8.1, 6.4, 5.6, 6.6]","[3117, 120986, 1703, 697323, 350654, 191606, 13633, 28672, 92275, 33649, 18524, 4183, 277881, 19456, 135750, 61202, 188407, 43257, 57933, 94775, 6826, 30574, 120613, 304825, 188698, 502815, 39217, 40076, 23881, 204888, 684739, 39699, 56016, 521063]",38,5.655263157894736,136813.57894736846,34,15,2,8.795426
nm1297015,Emma Stone,"[6.6, 7.2, 5.8, 5.5, 7.0, 7.7, 5.4, 7.1, 6.7, 4.3, 4.2, 8.1, 7.4, 6.7, 6.6, 6.6, 8.1, 6.8]","[16651, 166542, 73353, 69693, 493480, 427670, 48220, 308506, 187259, 87289, 12394, 360522, 412467, 360032, 54966, 45238, 349059, 24679]",22,5.3545454545454545,159000.9090909091,18,8,1,8.769131
nm1631269,Chloë Grace Moretz,"[4.2, 7.2, 5.1, 7.5, 7.7, 4.8, 4.9, 5.7, 7.2, 7.7, 6.8, 5.7, 6.6, 5.9, 6.4, 5.2, 6.2, 6.7, 8.1, 5.2, 6.6, 5.7, 6.8, 6.3]","[3377, 260204, 7390, 269460, 416638, 1418, 2307, 17113, 100860, 473136, 98431, 16393, 224131, 118090, 35732, 80963, 34437, 22557, 24787, 3778, 4231, 88383, 337, 1803]",28,5.364285714285716,82355.57142857142,24,6,1,8.72967
nm0935541,Mary Elizabeth Winstead,"[6.4, 5.8, 7.5, 4.6, 5.5, 6.2, 7.2, 5.3, 6.8, 5.8, 6.7, 7.0]","[138, 112909, 310120, 21791, 5535, 104403, 225840, 178783, 14949, 2560, 6314, 76416]",15,4.986666666666666,70650.53333333334,12,2,1,8.556833
nm0788335,Michael Shannon,"[5.5, 5.7, 6.1, 7.1, 7.3, 6.6, 6.2, 6.3, 6.0, 7.0, 6.9, 6.5, 6.8, 6.5, 7.4, 6.1, 5.2, 6.4, 6.4, 6.0, 6.6, 5.9, 7.1, 5.2, 4.8, 4.1, 7.5, 5.5, 7.8, 7.7]","[17, 8698, 29865, 606133, 8516, 42211, 1358, 8344, 3988, 7174, 61592, 101615, 57407, 9344, 77845, 798, 1068, 10625, 381, 5657, 61490, 8154, 23615, 1652, 50, 1540, 169967, 543, 71021, 33]",32,5.94375,43146.90625,30,5,2,8.529508
nm0266824,Dakota Fanning,"[6.1, 7.6, 3.8, 7.7, 7.7, 6.1, 5.9, 7.4, 6.5, 6.3, 6.3, 7.3, 6.9, 6.1, 5.7, 6.6, 5.9, 6.1, 7.3, 7.1, 6.0, 7.2, 6.0, 5.1, 6.8, 6.6]","[31299, 130546, 40533, 166101, 289984, 10507, 74980, 1902, 364432, 31084, 5479, 21516, 10783, 96474, 6499, 42211, 3108, 5366, 23, 22729, 12187, 29709, 11613, 3505, 12, 1699]",27,6.2259259259259245,52380.77777777778,26,5,1,8.449239
nm0799777,J.K. Simmons,"[6.3, 7.5, 6.1, 6.2, 5.6, 7.0, 6.4, 7.6, 3.4, 7.4, 6.6, 8.5, 5.8, 8.1, 7.5, 7.4, 5.4, 5.6, 7.2, 6.3, 7.4, 5.7, 6.4, 7.5]","[75, 33, 93084, 89896, 19172, 7025, 1480, 6705, 637, 204888, 19666, 529869, 2953, 349059, 5926, 28, 2680, 531, 16, 8480, 60500, 4172, 349, 38]",30,5.296666666666667,46908.73333333333,24,3,2,8.446339
nm0000201,Michelle Pfeiffer,"[5.2, 6.3, 4.2, 8.3, 6.5, 7.0, 5.7, 6.2, 6.5, 7.6, 6.1, 6.0, 6.8, 6.1, 6.7, 7.0, 6.7, 7.2, 6.2, 6.4, 6.5, 5.8, 6.1, 6.0, 6.3, 7.0, 6.5, 5.9, 6.6, 6.7, 7.6, 7.2, 6.7, 6.0, 6.2, 6.3, 6.2, 5.7, 7.1, 6.3, 6.7, 6.6]","[303, 3639, 28623, 607411, 8728, 36974, 2328, 8873, 52873, 56810, 13637, 25137, 19130, 12505, 24816, 237207, 3147, 40207, 46814, 41724, 38694, 4249, 12116, 4595, 11307, 100642, 22370, 19436, 105051, 40845, 130546, 27074, 106382, 15384, 217364, 7542, 9506, 72633, 37244, 97215, 99942, 78]",43,6.295348837209303,57002.348837209305,42,9,1,8.444419
nm0068338,Kristen Bell,"[6.3, 5.0, 4.7, 5.6, 6.6, 7.2, 5.4, 5.6, 5.8, 6.1, 4.6, 5.7, 7.5, 5.4, 6.8, 6.2, 5.6]","[28326, 2479, 26179, 1206, 52423, 233585, 7129, 54676, 44231, 31259, 3229, 12625, 476696, 33109, 44663, 86219, 15890]",21,4.766666666666668,54948.761904761916,17,2,1,8.435428
nm0564215,James McAvoy,"[4.8, 7.0, 6.0, 7.1, 7.9, 7.7, 6.8, 6.7, 6.7, 7.8, 7.0, 6.9, 7.8, 7.1, 7.1, 6.9, 6.1, 8.0, 6.9, 6.0, 6.7, 7.0, 5.8, 7.0, 6.3, 7.3]","[418, 3733, 46095, 51325, 12698, 157665, 54650, 19450, 323021, 212819, 16260, 25340, 571500, 41791, 86816, 7735, 29296, 577465, 100684, 42484, 106134, 310068, 328, 7072, 9892, 249830]",29,6.151724137931034,105674.79310344828,26,10,2,8.434397
nm0000142,Clint Eastwood,"[5.3, 5.8, 8.0, 8.3, 8.9, 7.0, 6.5, 6.7, 7.0, 7.7, 7.7, 7.2, 7.8, 7.0, 7.6, 6.5, 7.2, 7.1, 6.4, 6.8, 7.9, 6.4, 6.3, 7.6, 6.0, 6.1, 5.9, 6.6, 6.6, 5.5, 6.3, 7.3, 6.8, 6.3, 5.3, 5.9, 6.7, 8.2, 7.2, 7.5, 6.6, 7.6, 6.7, 7.1, 6.6, 6.4, 6.4, 8.1, 8.2, 6.8, 9.4]","[439, 496, 164970, 182457, 566224, 28690, 12913, 10217, 19293, 44306, 38593, 12645, 124270, 21272, 41325, 13892, 47592, 17772, 14503, 35283, 55718, 17534, 19297, 96429, 14573, 9094, 21695, 6692, 34407, 7627, 12863, 44078, 33609, 33971, 9458, 22032, 9478, 312088, 80088, 63085, 24, 60386, 43249, 136, 27783, 64799, 37212, 542585, 624196, 52733, 13]",52,6.8230769230769255,72193.92307692308,51,17,2,8.399286
nm0000216,Arnold Schwarzenegger,"[3.2, 5.7, 5.4, 6.9, 5.9, 8.0, 6.7, 5.0, 5.5, 7.8, 6.7, 6.1, 6.0, 6.1, 7.5, 8.5, 6.3, 4.6, 7.2, 6.1, 5.5, 3.7, 5.7, 6.3, 5.9, 5.5, 6.7, 6.5, 6.4, 5.7, 5.6, 6.3, 5.7, 6.0, 4.7]","[15072, 3360, 5517, 121797, 67302, 673342, 124527, 33339, 25419, 319441, 122720, 54918, 96367, 117683, 262401, 833913, 116786, 57871, 207302, 91578, 77890, 205985, 95579, 331268, 106157, 65628, 196461, 218061, 121892, 52326, 36171, 9, 13201, 42, 5103]",41,5.156097560975608,118937.26829268293,35,11,2,8.396224
nm0005377,Sam Rockwell,"[5.8, 7.3, 5.6, 5.4, 6.0, 7.6, 6.0, 6.6, 6.4, 5.0, 7.1, 6.4, 5.2, 7.3, 6.8, 6.1, 6.9, 7.1, 5.9, 7.7, 6.5, 4.9, 7.9, 7.2, 6.6, 5.7, 5.8, 6.3, 7.2, 6.4, 6.3, 4.6, 5.4, 7.5, 8.3, 5.7]","[3706, 4732, 3117, 214, 71, 6714, 2912, 1668, 10, 557, 75771, 13077, 26, 113479, 168236, 838, 11496, 53708, 10718, 93530, 29694, 48461, 289892, 37883, 5319, 63510, 9197, 12529, 206985, 35732, 35449, 554, 3514, 39, 102044, 141]",42,5.488095238095238,34417.21428571428,36,4,2,8.390189
nm0000213,Winona Ryder,"[6.1, 6.2, 7.3, 7.9, 6.6, 5.9, 7.8, 7.5, 7.2, 6.9, 7.3, 6.6, 6.2, 4.8, 6.8, 6.2, 4.8, 7.4, 5.5, 5.8, 7.1, 6.0, 5.0, 6.3, 8.0, 6.4, 7.0, 5.2, 6.9, 5.3, 3.7, 6.5]","[752, 13673, 69518, 392005, 24343, 4148, 46074, 159924, 40207, 18384, 40387, 39376, 9381, 3179, 31395, 195502, 9800, 138356, 21951, 120145, 95903, 9123, 15700, 2808, 606387, 11774, 83020, 2994, 61592, 46474, 1279, 92533]",34,6.005882352941178,70826.08823529411,32,8,1,8.388365
nm2552034,Melissa Benoist,"[8.5, 6.5, 7.9]","[529869, 32, 38]",3,7.633333333333333,176646.33333333337,3,3,1,8.366823
nm0000161,Salma Hayek,"[7.6, 7.2, 4.9, 6.9, 6.0, 5.8, 7.4, 5.0, 4.8, 6.8, 6.1, 6.2, 6.1, 4.4, 6.4, 6.3, 5.8, 5.7, 6.5, 6.7, 5.9, 6.0, 6.7, 7.1, 6.4, 5.8, 6.1, 5.1, 6.4, 6.0, 5.9, 6.2]","[2365, 150701, 2425, 144, 29334, 29182, 69068, 1604, 138741, 922, 3620, 6096, 1126, 1842, 139118, 40613, 8512, 30926, 18691, 124900, 38335, 197971, 39463, 3150, 78849, 10024, 2212, 14620, 19841, 2881, 8210, 5426]",34,5.770588235294117,35909.17647058824,32,4,1,8.242499
nm0001467,Jared Leto,"[6.3, 6.1, 6.8, 5.5, 6.3, 8.3, 7.6, 6.5, 7.9, 8.0, 6.1]","[1611, 1596, 6257, 51673, 5556, 647455, 265861, 18691, 179735, 373279, 463406]",17,4.435294117647058,118536.47058823529,11,3,2,8.229862
nm1567113,Jessica Chastain,"[6.8, 6.8, 8.6, 6.5, 5.7, 6.9, 7.4, 7.0, 7.4, 6.2, 4.5, 6.1, 6.5, 5.5, 7.0, 6.8, 8.0, 7.0, 6.3, 7.6, 7.5, 5.7, 6.8]","[148819, 674, 1141867, 3441, 16393, 7735, 77845, 22418, 235879, 149883, 1121, 75858, 108048, 4014, 54297, 1267, 603785, 7072, 9892, 28794, 37112, 141, 866]",30,5.153333333333333,91240.7,23,6,1,8.228729
nm0001084,Ice Cube,"[6.2, 7.3, 4.7, 4.5, 7.1, 6.1, 4.9, 4.9, 5.8, 5.8, 6.3, 4.0, 4.4, 5.7, 4.6, 4.1, 4.4, 5.2, 5.3, 7.2, 6.2, 7.0, 5.9, 5.6, 5.9, 9.0]","[8599, 83929, 81368, 1704, 147060, 30900, 541, 45957, 10466, 21746, 25025, 24928, 60017, 11625, 25009, 17060, 8388, 3370, 1215, 450417, 87269, 296515, 42630, 27365, 11362, 23]",35,4.231428571428572,43556.8,26,2,2,8.215408
nm0749263,Mark Ruffalo,"[5.7, 5.0, 6.9, 5.3, 2.6, 6.0, 5.2, 6.9, 7.6, 6.1, 6.3, 7.6, 5.5, 6.7, 7.7, 6.5, 6.7, 7.0, 6.8, 6.6, 7.0, 8.1, 6.6, 5.7, 7.3, 8.1, 6.4, 7.0, 7.4, 7.4, 8.0, 6.5, 8.0, 7.3]","[261, 532, 359, 19655, 170, 2898, 22783, 61232, 22294, 136126, 8593, 317303, 45033, 88782, 355279, 14018, 20002, 116869, 44525, 63170, 119382, 911631, 10434, 1686, 517226, 308218, 22766, 12861, 119749, 559421, 13, 183487, 234150, 68]",36,6.263888888888888,120582.66666666669,34,16,2,8.208924
nm0000899,Monica Bellucci,"[5.3, 7.5, 5.7, 6.6, 5.5, 4.9, 4.7, 6.1, 6.3, 6.6, 6.0, 6.5, 4.4, 4.8, 7.5, 6.6, 7.4, 6.6, 6.5, 7.2, 5.9, 5.5, 5.3, 5.7, 4.8, 6.3, 6.7, 5.8, 5.5, 7.2, 6.3, 5.9, 5.7, 5.9, 5.0, 6.6, 6.6, 6.2]","[391, 12247, 188, 15173, 126, 387, 141, 826, 458, 62, 437, 19593, 276, 328, 73534, 41595, 97403, 100719, 3724, 191398, 105410, 3987, 6672, 5813, 2049, 1070, 136098, 997, 1749, 27679, 780, 5741, 632, 3404, 1639, 5239, 2521, 571]",40,5.74,21776.425,38,3,1,8.208214
nm0447695,Anna Kendrick,"[6.7, 5.6, 4.1, 7.4, 7.7, 5.8, 5.3, 6.4, 7.0, 6.5, 7.7, 5.2, 7.2, 6.3, 7.4, 6.0, 6.1, 5.9, 6.0, 6.4, 5.5, 6.4, 6.5, 6.2]","[12180, 2760, 1920, 287176, 289395, 16019, 17419, 42992, 81363, 54488, 200740, 9958, 238628, 35449, 204888, 115235, 50689, 7872, 65565, 117874, 6625, 31172, 8108, 12262]",28,5.4035714285714285,68242.03571428571,24,5,1,8.206698
